UCI,UCI_version
1adac325-9c0a-4c17-8a6a-3f319b76f148,3
7c2070af-641f-4ab6-9de6-8ac18ffb1451,7
ec17b3d0-fc43-4125-b83f-78b433b032f9,2
dfaff654-5891-4bbc-b500-711d2006f4ac,5
71a0af06-f19a-4c68-bca3-0fb5fdabb33a,2
a45dbc2e-b498-4c28-863a-291aa912aca0,1
8a57d2cc-c290-415c-a7ef-d1022129c9b1,1
c0fff35e-4a0d-4d84-b2e7-ba8d391bed45,1
c18a536e-c4ac-43b2-b48e-b70e0d023d4b,2
c1de65e4-e1df-4ddf-af74-eabd6dcfe513,1
4f900f88-30a9-42d1-a559-b89573023675,2
72ef1bfc-a830-4d40-8019-f07f770958b6,2
26fab666-4c24-4995-9f65-961d0ad7f0f1,1
97886283-6f0c-4c18-baf3-f4a17c4d1829,4
276a77af-a6c6-478a-816e-e1cfe4c6eb6a,5
fc0ac1a9-ab2d-415e-acc0-7853578863f5,2
74acded7-3443-4014-960d-decd32b54802,1
248f39c6-3215-4e30-b24a-784b4cb719a8,1
5436fa85-0c5c-49ec-bda4-c8860ee5677e,3
9164f479-9832-4c33-843a-43587427746f,1
452222d0-30e5-4d74-a829-b1feab4a6d47,2
a15cc370-b485-494e-8a0f-bf5ee9c89a4a,1
ce129551-f612-44dd-8b10-5d1c2c09231e,1
db5de4fc-2b26-465d-aff7-7b27b30a4749,1
ac6dc963-53bd-4e5e-b9e3-94bd470473cb,1
f8c58ff6-3640-4848-9c0b-0b68c88296d7,5
9172d976-c7d6-405f-9f63-d4e767a9eafa,1
949d418e-d3f7-40f6-9928-689a253811f4,1
608cb6a8-b0e1-4f2a-a040-ab825a7afb94,3
adc6bf23-5b82-4f76-aba6-9f02b4c9ce7c,2
8c801d1b-e379-47bf-a97b-51cbb583cff8,2
f2432ce3-0974-4b0d-9e10-2c43ada2fa0d,1
3cb3df24-abdc-42f8-98ed-23fe5baf2f2c,1
14baa3ef-3ccb-43b1-b36b-a83d7be36329,1
3d4ec6d5-e83d-4b5d-af00-2e5739bd150e,5
7185920a-734e-4c36-8f78-6bc363602f47,1
cb10f020-e2f1-423a-9372-61d1779f6211,2
a4bf207a-293c-4270-8e08-d82d0052bd98,1
bc0c842a-1692-4a8f-bea8-de81608102ad,3
9da7b558-e58a-4b88-b1bf-f99d7834b919,2
5362877a-1570-4db4-8c5c-d026a974d240,1
03c5c996-aadb-4091-975a-fb453c09b8e2,1
76c0bc4e-826f-4f6b-a947-8786412a6f08,4
ca34ca7a-598c-46e2-a629-37e571226d76,1
d6aa6358-f318-4a37-996f-ad1d975eb589,4
aa3d046e-23c9-414b-8778-e860c5437da3,8
5880d533-49a6-4c0d-ae01-b767e6e57515,4
014d356a-788b-4f52-b321-a40e43c4318d,2
15be5ad8-b6bc-448a-ad31-dda458de5eaa,1
da4d59ba-daec-4efa-acca-44843ef85313,1
aa384797-5861-4448-8eba-b2a0db2d74ab,1
2d8e9ceb-3761-480a-beea-6a3f7b309f5a,3
d9b02766-a5c9-4c1f-97b9-fa6b16ba1464,1
2211bd03-deb6-4baa-8273-5a5e308f0946,5
89c27b5a-0b70-4ff2-a69d-71a040d9e2a2,1
41557368-4dc7-43ac-97b3-ada3e8cb9ad3,1
11aa3537-7a2a-4ad4-b599-4a707eaa870a,1
1f5b65f9-9c35-4e97-8b0f-4d2224e9f9c0,3
b2d45acb-0dca-4a7b-9fb2-0b7e9bc0cd39,5
bcdfac1b-43e1-49a2-b70a-1f3e631aabc0,2
aba431a3-e7c0-4021-8d3e-1cc0b19c6067,2
a13f5b05-dbad-4823-968c-db11f9b4a0cd,1
38b0d001-56a3-4870-9fb1-eb5b521c2de7,1
532a9d73-eb3d-45d4-bb03-a295b13f1b7a,1
9914cc4d-f12f-4a20-9e2d-0114309af33c,2
5041c5ad-41d0-4b9b-bd09-9451bc4886a8,4
21fddbff-7f41-43fb-a787-1757d8761f62,1
8598ebd9-8afd-4566-9ee4-13c74ad31eed,2
02b189c2-64cb-4330-b4fd-039cd6de8fb9,3
35ea12d4-2e56-494e-95be-d75f0085fa0b,1
010fba4d-4c9f-457d-a0bc-84d373fc4789,1
5ee059b7-d5ca-4e71-982d-e4be0db10310,2
c5b7c330-4a95-48ba-9a05-21793f2a2863,1
64b1388d-2a33-40b1-819b-e95a0599098a,1
e1c190b7-ca4a-4021-8d04-baafc6e72bbf,1
b4b26187-d085-479d-9c47-d06d111263d0,1
c54dcb8e-ac94-4e1b-aa99-ff07213b3cb3,1
71944384-7e0e-46b3-bddf-0b412370baa9,1
6fafdd95-db53-4e56-a08e-75654e9264ed,2
11c0e9a5-2065-4af7-b397-c6695e94b407,3
a40a6ba6-e755-4786-a7fc-979b67ad3f60,1
e9c4e90f-06d5-4569-8523-be36e5bb19fd,1
231dd00b-d1ba-44e9-9c6a-849e622dc120,1
32ad9435-51f0-463f-9a2a-a4a30ae46578,2
316bee38-e44c-431d-b0c0-66130bb15abc,1
e825226b-7b43-4a8d-822f-ce28f2d38f79,1
a72e212f-c807-439e-b70c-1c5ae047a637,1
732fcaca-87b7-4b1d-9644-d3b73b480fa6,2
2153e7fd-d4fb-4dda-ba4c-6339057785c0,2
73a2890f-eda5-48e5-bee5-b4300e551eba,1
5d662406-033c-469c-8a92-68a09dd3a819,3
425dcfa5-e567-4359-a2d4-5e965ee5a6aa,1
e59e03e2-f25b-4ed2-8f57-d79e0b908bd9,1
bc10623c-440e-44b0-a8a3-ccf867b7ef9f,1
a7ff4e63-89f9-4b18-8ff9-9cd5a7480693,2
3fa83d5e-e65d-4bc8-9f3e-cc95380a4a24,1
4db04438-9801-47f7-a1e1-77d3371fb15b,2
60b99ebc-1697-4a9a-bf95-fe2a224a76e6,3
9b6c816f-3cf1-461b-9b48-12063307281d,1
9495e09b-9cf3-4861-b260-0975df147bc3,2
75352f90-b2bf-40f5-a80f-bdd5151601bb,1
e7b63b7b-10dc-4a51-ba14-0f19fe5da32c,6
7888e174-9792-47c6-9824-d55c35822633,3
6699d2ce-ddba-4b94-a3a6-bdc9da4dc8b6,3
efd05976-08e6-4db5-b36a-aacd9f2da274,1
d3a73b4c-9873-4d27-976e-021ca48846e9,1
cf985987-1859-4fb7-ba21-65ee8b8d17fb,1
4685eee7-e9df-47c4-b459-85b8d44fbe61,4
f9f86c63-2466-4465-9374-de7945490d88,1
e3bea31c-74c0-4f80-b84c-d56284c489da,1
5dd41060-b5fe-498e-8bbe-70182f8333dc,1
c33cb022-3960-43ab-b7c4-a527c61f1c73,1
7b89db07-9bfb-4265-b5c9-18ac253bc5b6,3
9053d497-e54f-44d0-8754-046029878f0e,1
dbb3ac9e-ff57-451d-b7b9-3cc90c4050f2,1
57a4755e-1fb2-42e0-88d2-616fbed8602a,1
91de5b5a-2e8d-45c6-b7b7-86af9cf90ad4,3
57206414-40e2-4c54-b4f8-2e6d7bc7c177,1
b0274200-3b43-45e1-a635-f173e0a3f59b,5
f27ad764-10f5-4480-8a7f-d88dea8cc52d,2
b2943d77-e5b8-4f3e-bbfb-cdad07a628b6,1
d1182bd9-29bf-4d51-a45d-9c315c23deed,2
2f06bbcc-6545-492c-8265-ae426f07da4b,2
b24252ef-703f-456a-8712-f39b0312b247,1
ec5ba987-04f0-4377-a4bb-d6f1c687656b,2
6e6e5899-a449-4fdd-9c65-fddfcc1f711a,2
13df6ce1-b3bc-4697-8b35-b61b4898b2f5,1
3c6e4649-1594-4d37-b8af-de2b27bca84d,1
1c67d3b0-8e79-46d0-af3b-3269da0cc284,3
bdddc7e1-7384-4f95-8142-144263fbd6dc,1
ad78ff5f-8b9c-4081-aedf-54bfcd4a5b4f,2
6a727d4c-e7cb-4138-b166-0ce41f1f791c,1
33509b1b-1d4d-4c45-a9f8-efa33d5ba6ad,1
ab6e1f08-b1ee-4a32-a5af-086b55e4b50e,1
8d3171a6-458a-44e8-b17e-b2e5640634a3,1
bd62b3d5-baa4-4b0a-8b6c-1b5ece09be9c,2
613d384c-9724-457d-a590-e12c716cc0a4,1
5b39d32e-7f49-425c-974b-2070f0e0873d,2
d85f5355-bffc-42d8-af8d-6ebe79cae55d,1
77b54a93-9088-4793-b100-697b0fc6e426,1
8fbe0fd1-7855-4bc4-b87b-fda2a348c923,3
2acbf10d-8767-4f31-b783-1eea16a7adc5,2
506cb0fe-4f3a-40d2-8086-f6e10b9d373b,2
304e5b76-3d41-4c2a-9cb6-bdb739c6a45e,1
89388fac-9626-4c79-a6cb-b1c23591f2f7,1
9d902eb9-19c0-446f-9a71-c62467fd5e36,4
ee8d496d-c1f5-4e9e-9de1-f233e11c2b98,1
048cb2b3-2235-4e28-a673-d492e3f6293c,1
7ac0be18-5637-479a-be19-470ec55f9f35,1
5f5db2c6-3005-422c-8932-1e15d355671b,1
f580eb15-84ad-45ad-81a8-a2648b2d38c9,3
ddce3eba-34de-4a86-bedb-293b201657ca,1
db104e3c-6852-40f9-be71-66242e66c1b2,2
79733e05-490d-4837-baf1-b5b1f64f74b7,1
81815ba1-641e-458d-a569-132a8f43b4b5,7
10c9bc6b-3cd5-4556-aa9b-29a20d38067c,4
b42f10a5-a62b-40e9-b88e-5328c2a3b140,1
dafd4bee-80a2-4cb3-a9ec-0f7692688e80,1
787b21d8-4194-4784-ac2c-43208aa08422,1
2a73d5d0-0807-4def-a6ed-b25d75ea9d25,1
7fcc624d-b676-4fd2-b637-0c80b7c6af00,2
e7260c6a-f8f7-483a-92e1-b03c0282c690,3
1f4c58fa-e5a6-4c36-a853-ec60a28e9ebd,13
8e13fcf6-87e5-4aa8-a857-b49c6541f08b,3
1845df87-86ca-4cb7-ab0e-ca16050cc2b2,1
3fc71b8d-8aea-4e1a-bc0c-927a433eccd3,2
f364fe37-c721-4885-b450-b9f0a71174d5,2
88e41c9e-5e35-4ace-a7db-7306e6ee8bca,3
8fd33f54-1c50-4b74-a01e-ddf0ffaeb6ab,1
49203882-0542-4bda-98c2-983fabbd3e9c,4
0d1ee5b6-37c1-4b70-ac1c-6215e835814c,1
94e1b9ff-4632-4ef8-b7c3-78834ca3c25d,3
950c3f2a-f908-4884-96ed-714e4ab000d6,3
7447a20f-de92-4e56-abc4-0180f441475d,10
95135ed0-3fd8-4856-addb-9f4e01bf80df,3
4c873693-b615-4303-b0ef-1902e33c737c,2
08843dbf-6238-401e-a26b-0dbc50c84142,1
404a6cd3-f852-4d53-943d-13c71020d939,1
693f4726-645a-41e9-9375-edd66af4da87,1
d32ae023-989a-473a-a604-96107ac4ae99,2
9c2f887f-ed63-4959-857e-49c024f4eb4e,2
9b84f19d-a3c0-4fa5-8601-676c2a5ec897,1
7b9154c3-6b26-4268-a007-6c65d8d1a863,1
b34f3000-715a-46de-959c-3ab28b479914,2
a7142d78-2057-45d8-abc4-da3370254c27,1
9dd4b17c-30af-4761-93a1-b378d7409583,1
d387a32c-84ba-4f2d-a853-4302e9606661,1
d020b710-e91a-4f65-88f3-5c68b9755550,2
8284a464-c87c-44f3-aae5-d8382e66461c,3
8a36a01c-a6fe-4bb8-8f3c-e7b45eb6d8f9,1
b75a75c2-4247-4d4b-88cd-c59d8a9ed247,1
97fdde82-3dae-4ad4-9860-7a5d51c2a407,3
7769707e-0706-42c0-981e-70f892c42da8,1
2444241f-1566-4751-a84e-9f39a6187585,1
3b97f00e-8e61-42ea-8302-b4042bde7f04,1
7a9e1ad9-d35b-437a-8ea5-26a0fe57ebfb,2
8afffadc-5b86-4282-a1c1-ca0749d37053,4
1cb329f9-3de7-4346-b7ac-6d800b3cc640,1
cddbc689-9a1e-4f49-8e79-9529efcda031,4
c8e9010a-e1b5-4420-8369-b4218391d9e8,1
efdd90d1-5304-41e2-b7ae-6888615384ae,2
f543d5a7-08b5-4d5a-8f9f-032dcfa763e0,1
81573a55-9400-4a26-adff-8a1ea843d37b,1
89941db6-65f3-46da-a075-952f683385cb,2
dbab9ac6-f4b8-4bae-94f1-e94f2e54e2d1,4
36a15254-553d-4dce-821f-620fddc0242a,2
a09cf13d-f533-48e7-8b38-835ebf156e0a,1
4ff16a76-e081-4f5f-aa7f-1fe99103e3bd,1
1082b699-8209-436d-85c0-d6c18f6665a7,1
6c111073-8d4a-4f0e-afe4-c9824a4b1da4,1
79bec028-9ef5-4136-870e-5a926acea763,2
5d2a28da-f53b-4cb4-822f-53d1bfdbbfe3,2
f1a77f29-8f3d-4675-ab99-404d52a5b7f2,2
7a1a4501-ff3a-4174-a56a-5ff4acc7cb6e,1
40ea30b4-cef5-49da-bf96-f590298f3833,2
e74e4287-edc3-4cdf-bf55-fdfe43157e66,1
95bdc36d-2136-48ac-9e61-672fea2904d3,1
33157bec-3265-480d-9a26-34ce37670eb3,2
4cb71836-ee3f-4613-82da-f19596aab340,1
87268d1e-ee18-411e-b53c-22cde3c3a213,4
8f0b3000-ed19-4bd3-ac29-db1ace176a6c,2
040f1744-7229-4d0c-9c1c-d511ce0ce898,1
60f84fd9-660c-43e4-9c15-e2f032937cf0,1
bf0d3706-8ee8-48a5-bb60-ed17bd990694,1
a476bc2b-23be-4d12-ad60-515e001649a4,3
4869640b-12b2-4dfc-b5d9-5a1117ea057d,3
c1cdaba0-4115-4056-a14a-0cc37aae9a07,4
aa32a17f-271b-402b-8311-f5afa8226ab8,5
4539c435-6825-49bf-ba58-cff638538ba3,1
5be8ff4c-c4f5-4a08-b66b-749598f907b1,1
57bc01a7-c7c3-4e97-8b14-23a53dc0987e,2
0c30fab8-96dc-4536-bf02-b459e3dcc832,1
987e924b-d52c-4ad6-a308-87d6887f839e,4
d5ddc342-bb26-4700-ac82-b87d582bad57,2
6fcd160b-26e8-411e-aebd-840e205afc6a,1
d6bebb33-b6b4-48ea-8d67-60664c39a6f1,1
a69e1870-041c-488f-929d-0dba3781e5f3,1
750c6394-a083-432c-9c92-54264d36139b,1
ccd5fcb9-0a6f-4e7f-bce1-64e8521b2762,2
caf24429-8b1f-4a8e-b003-089dd387df5d,2
aa2edac1-8466-41e3-8555-00979ac698a6,2
8e850ba6-8cde-4f8c-aabc-ffbf15843d87,1
609fde16-b05d-4812-91ad-9c4d98b15b43,1
384ac395-ca2f-4306-952c-b3df0c80fd33,3
f52d0087-6c49-4b42-8a0a-e01428898baf,1
37c119e7-e275-4e2d-bc9f-efc0fd179a3a,2
30454b6a-b9ee-475b-b77d-656e56b9fcbe,1
f7bb46d4-8a5e-4dfe-8bdb-72d827ac2a96,6
a0dcdcee-3e4a-4ad2-b585-38cd1c7638f4,2
1b82a889-f367-4c6b-9313-a3d228b2a777,1
99d432cb-b497-414e-b7ea-a36b700eba13,2
7d08026f-1005-4f24-b937-57be2898eca0,3
6b0f9474-4173-408a-bf16-220b321929ed,1
0218170d-d913-4f99-abb3-960600641ce5,4
896f1d4f-72cd-4cb7-97e3-fddece45ef5b,1
dc96550c-d2bb-490f-a812-b7896407083a,1
54bffd8f-57d9-47bd-b1a6-5a2c272ae0fe,1
802b8030-21c7-4cc6-ae5a-9be7d9cdf919,1
8e10bd63-0ce7-446a-ae68-79296b5c215f,5
8d720465-a983-4890-8787-5be7ba570c21,3
88099b6f-118a-42ff-8b2f-5d649fb08144,1
a84e6877-f83d-4095-bc53-b4b53c47eb9f,1
08c95f02-cac3-4af9-946b-a9300448b486,2
5d7b9713-abf9-4bd1-930b-72c60660ab0c,1
92ee572d-807a-4011-922b-a0242f010910,1
7fcc37d4-ae2f-48b0-b69a-aed7574ee3c9,1
6ad4571b-8e41-4d5a-b88b-fddc394c3269,2
a944884f-90b6-4726-989b-7bdd7f331532,2
3d45bfe4-3b39-48c0-9d05-df377e8e17f7,1
b0d322a3-3fe9-4321-b479-af020dcef7a0,1
d933775f-c584-4945-9ad8-72870af4eecb,4
3e6eb468-b192-4fcc-a6b3-03cf48903007,2
db0a7e3a-faf0-43ef-883f-f1addc47d31c,2
fa7d5cfd-0c64-4441-ac47-5ae47b847a05,1
1847a478-c3ad-4246-926f-4dd8dcc3e811,4
3b9556f1-1169-4411-bbbd-963655344046,3
b667e5c8-35d8-4173-967e-02adbb68da71,5
28dc8dc6-2da0-4f58-b858-029547f741e9,1
0da9e084-33ea-414a-9275-5c098d3c69e1,2
b74e69ea-d5ea-4eda-b255-40b9e8f0371a,1
932837d4-1abf-4469-bd8b-97dc619bbf57,1
dab92140-d037-4af2-9646-52582e9b3afe,1
a22a9a70-fcd4-4dd8-a559-6231a8d5e710,1
9fc7f6df-57dd-47a7-8f59-10694b0565ea,1
406d8c1d-27d9-4aac-8a53-19c1124b619f,4
51a0f6ce-72f6-4e3f-a96f-ef68982f81e9,2
284a10e0-c1ad-4063-ba96-e23c29c2567e,2
4efcecd8-0756-4897-a4f2-cbef7a95f09c,3
3981fe62-b92d-4872-9d11-48d53f65c86e,3
766ab5b5-0f09-4654-bca5-6ca6632438f5,2
3f13019c-1634-4d86-9263-d9a282c08000,1
17400a20-ff5b-44e1-9e58-d36478307fe1,1
d6d19461-1062-41b0-9733-88b528d2e77c,3
f6935669-697f-411d-9f16-276f97987dd5,9
16b5c00e-8613-4dd8-a5e9-5270c1debdab,1
a9d4a2ea-ea55-49e3-a766-6c7f3d1da242,3
2171630a-2d5a-4f7e-9bf5-4758ea00705b,2
48c74efc-247f-49c4-8f91-d98bacbbde5a,1
98a95998-b828-4428-b40b-c3096f8670ae,1
1057849b-dfa6-465e-965a-9aa99a9b42fb,2
b7f7f4f1-c017-44cc-a4a4-49d30311cfe5,3
1f7ff347-9a49-46d8-9e2f-44473bc79bc5,2
4857af86-94f8-422f-9288-abb5a596b183,2
3d17d0cc-aa4a-4db5-b8e2-04e4b699f7c3,1
414e1aca-c943-496c-b800-73dae1fa4f6d,7
b7d7f8ff-e084-4a55-94a3-68e1b65d1224,1
f64e13d2-d702-43bd-a7a2-5909751604dc,1
d1448198-d454-46f3-b98e-ae0a9087eeb2,3
dd4e725a-629f-4f63-b6e3-909ac102c32c,2
9b644e91-ad9a-485b-a596-811f67e53dd2,1
99a59da3-a073-44b0-9d3a-6374475bcce0,1
e30518af-497c-4b70-b95c-0b90a299ce9f,2
6167cf97-5c37-4993-b7ef-0f6eb878f48e,1
eb4c55cc-57fb-4ee6-a41a-8538c81f562d,1
62b281e3-5e59-4c6c-9c6e-16ac65b5df8a,1
2e2e9b6f-11b2-4ea3-bf5a-4637957554c2,1
0e9571ea-5806-497c-b9f8-f57d69c1c77c,2
6dafd347-f1a5-4b1c-ac97-6dd29fdf869a,2
51dc1796-3c40-47b1-895c-0725eec946d1,3
227e2202-586b-40f8-9cd1-f98e67effe46,4
5ab6a7de-8c67-4492-9cb7-6a8b22c08725,1
1d402a1b-c28e-43b5-8c96-fb2928e088c0,1
a908317e-d172-4faa-8b1e-4e8c228a3227,5
05231034-202c-43d9-99b5-8c810ee5095d,2
22654e11-f378-4504-929e-6e6176d1f08a,1
39ae2703-eabe-4f58-85fa-49a14b391518,1
e24178c6-175e-46aa-8ab3-cc15687e24ba,1
d7a04e1f-b369-4312-abc9-1b83933a897b,4
14c4e3ea-a3de-404d-a7b7-d5cc7aa75459,3
22db2acb-b793-4735-bd20-b84fff55bac3,5
18434306-40f4-49c6-84ba-a94f57ea554f,2
1cf331c0-a59f-43c5-9b2e-1fa275907797,2
509a5240-90bb-4fa6-84a3-a78738e46b9c,2
00fd6a27-d46d-4a47-856d-4a1de05aac3a,1
060b5b3a-c943-4dff-b7da-b240e71d0098,2
df6a98ab-fca1-412f-bc5e-e96af7e00d50,1
f9e2f3c5-84e0-46df-a519-645e2f4222ac,1
97aac6b3-7b6d-4067-a22e-40e503aa1c34,2
0c865bf5-a1b9-40c6-bcb2-a06058b65843,1
8c1dd663-bfec-4e85-b0b6-f36ed9a39a33,2
cfb69d7f-1038-49f1-a9c4-83e58c672280,2
a92f853b-fdab-43c1-b433-15f731ac1c06,1
a3400502-2a7c-430d-b5d0-3e28e014118a,1
fa96d821-c1ad-433d-bb98-fb6960b49b97,1
5f7383fe-e5ac-4744-828e-cd3a44c3374e,1
e3cc6177-686c-496a-ade2-807381550dd8,1
61ec7bba-7fe4-46a3-842c-3623f1a7133c,1
281ba650-29e3-44e9-9cc6-d65f6627f98c,1
df55c9e3-258a-4da1-b3b6-887416ba3d4d,4
f3890542-c2b3-447c-9182-0109a5e4e557,1
5388357f-0d6e-46e9-aef9-36620b975b11,3
041ceed2-e73b-42fd-ac52-a98c0839d533,3
ed0a8f81-d1f4-42fe-be23-e2d93fee0b19,1
498d3ea4-3c4c-4e09-a063-65df2af0b2e0,1
b79878a4-023f-4f41-b645-b54a135eaa28,2
5a7b213c-c79b-48e2-ac99-ca6fb06592c8,1
6c00cc70-fd23-4b14-818e-647107d085b0,2
afb8a29f-194e-42ed-8576-d2355861aa42,2
9fe6d7b6-6cb5-4394-81fe-0fba25f57bc6,3
70327d9a-0569-47fa-be23-42b2aea92547,7
aafe4aab-d3c7-49c2-bbb8-e9a6d4467701,2
75bd856d-f8fa-4965-a6e5-c409f569b921,1
413ef180-a849-415a-b13b-42efc9a4e70a,1
d414de6b-34bd-41b9-bd29-2f137772608f,1
49e660c9-d84f-4936-97b0-82be627d6fe0,1
303a2d54-e917-4dcc-a6b2-d38056cc9b4d,4
83d9084f-bcdc-4927-bdae-a966cb2f3a1f,1
2d835096-239d-4bd3-8e54-095d605e3b75,1
77c2233c-c595-4969-bd49-2dbe26d6544b,1
78576d29-a8a3-4413-aa3e-0a6fda73ac42,1
51261f27-074b-4ae4-8fd5-19cef266ebe5,1
f861999c-3218-48eb-bb10-09d1c8f6f00e,1
45194d90-1bb5-484c-98aa-f0577bc8ca42,2
901344af-35f9-4c1f-bcf1-ae26226a7c46,1
e49a7064-6ce9-4db0-997a-53b6e4133b57,1
88956e3d-e39f-4a95-9d99-b0ac42e6c99d,2
02e55af1-d550-4acc-a8e7-d65deecbc4e6,2
2e2c1a4f-2528-4494-a82f-a6a9898b728a,2
2400f08c-6b6b-4d4f-9dc9-e9a380cbabed,1
6b2a2b5d-d5f5-4e1c-8599-310cc7780d67,2
ebaa295a-13a3-4dcc-adf5-a84648fa85e4,1
51213be3-48fc-4c03-a136-6bd214f6d596,1
706b3c77-d1ba-43a3-811b-e9cccfeb2e85,2
8e7401b5-4307-400c-b95b-fee0d2381347,1
7a75a174-b269-4ccd-8157-8c7454ada541,1
fe947226-a270-4b75-aab9-83d07bd3f0e7,1
05e4bc4c-e795-4abe-b204-a115d8435e12,1
92a42eb2-d82b-4470-8b32-12afc4eb9a0d,2
ef496152-0eb9-412d-b988-b8296a2bbe10,2
371b3b70-af83-4dfd-b97a-c6b035cc6a3d,3
061bdc55-d3a8-4fa0-8821-367d2d5209cf,4
83e36b10-378f-46e1-982c-e198f5b4162f,3
4cc3981d-0844-4d12-bf0e-29902b5d59ff,1
57261537-6942-4c38-9f58-c97d3f36bbf6,1
65f2730a-fec5-4ce1-88e1-e5599b565d3b,1
bf05a0be-a41b-43e1-b467-23d83ed4d821,1
e7bb0a10-4471-4178-88c2-ce7cdcf51af8,1
49ba9ec9-36f4-43ce-9312-8315fbe44286,2
64c4f979-2dc1-406e-b061-dd45759a4e01,2
88e7edee-671d-489e-9a3a-fdbb83267abc,1
4ed0f855-546d-4df8-9487-cd06f293706d,3
a55fb139-95b1-4b90-b2e7-db1bc847b08d,3
1c837849-22a3-402f-8bea-a841095165e4,4
829b9568-08ce-4f3f-9c76-5c56d5bab72b,1
a282cb7b-a50e-4e30-8f8c-d22d6b07dd6e,1
6013f14a-735b-4d16-9a49-4d13049cd0c2,1
b783e446-1515-40f3-82ea-3101d79c42a5,3
179bd82e-e9bc-4de9-901c-8de367c8d3dd,1
dd12d277-d38d-46d7-b1ea-384da0adef69,9
f66b3cac-5f5f-4b9e-9797-36b3728f7de9,1
0b9ea01f-6bbf-4432-bc2b-4ed613869367,1
6499ed22-28e5-429a-8b77-e8d726b47d2f,1
5e6165d3-14c7-4b8c-96b6-47710261d954,1
8841246c-747c-426b-9d6f-295f90d6882f,1
6a65d91d-6c80-4cf8-861f-05136f1efd30,1
b74a1cbd-8209-4db8-9a2c-cd7a4940d637,4
d3b5dc41-38f7-4250-9b4c-169b88182018,1
fdc7de0d-879b-4eb2-b712-ff09927ed1a2,2
8c090bac-ee25-4e16-bbf7-83c7e7d8151e,4
d160970a-c65d-496a-8f2f-ed1921bf7d78,2
cfeeade9-455f-4571-bc41-1335fe9be4d7,1
bb857774-aeb2-4ad0-949e-81965e78f62b,2
057cf872-20ae-4a9d-90ab-e551d29e388b,2
ab46dfd1-db25-4a78-a302-4dc47373ad4d,1
5e8d3d7d-5745-468c-8e0e-51e37b76af61,1
7d79fe39-da6e-4caf-83e4-7da20bedb8c7,2
b258407a-2246-4c63-8147-b338277da29b,1
3d9ca1cd-c408-4456-a975-03f8298a8752,1
656ef5bc-ca89-4d22-b3b2-474f58a9992b,2
b3ffa806-0657-42d0-8a68-0d11cda76662,1
1bcabadf-3a4d-4b43-8a01-0591c0cd5186,1
88e0bc89-1ac8-45f5-ad73-6987b91d78c6,1
c5e8526d-078e-4032-b096-248aced5df4a,2
a9db72c6-b0bb-483a-86ae-a2559f3b875c,1
1b99a0a5-e3f1-481b-83c3-98f42d652cff,1
fb0f5f01-4e5c-480d-a748-fbdb8cc6ae98,3
b120b307-4a94-4ae5-8050-77cc106c0509,2
787e15e9-d5cb-4fc1-849a-67d245fe85f8,2
9c9b7ff4-f74f-4f01-b1d8-91afd251dc57,1
2bd3c51f-9577-4091-a180-747be22aeaaa,3
931d6525-5193-4c78-81c2-850d5abb2f1c,1
862e067f-4809-42d2-b351-28dd482c4aef,2
1f4f8fa8-7d98-49fe-a4eb-1e32c642cdba,2
a730fb56-73b7-4a43-85c8-ac918b2f74d0,1
adc6d9ab-914e-4463-9d81-98e7eb3fe86b,3
8c6ded6d-bc44-41e2-b25f-8bba196c8068,2
e44426a7-9096-4f3d-af7f-867d9e02af77,2
9ffda359-68fb-42c7-9902-8ef82d74e48d,3
d55c8164-be25-4a7f-86f8-5fbc66f45c00,2
2df051ce-4160-446e-81db-7f5cc052a07c,1
2cf1646e-8c32-463d-84d0-9000bff33fa9,1
dc806e00-d9ad-4294-bb12-780029ada01f,1
7f4ee353-5543-476d-a601-520f80434368,3
6fc5cb21-e221-46b4-90e6-21e792222016,4
ed6f09bf-105d-4de7-b005-3329be85fa3a,3
82d94ffa-ef9f-4dd3-99bc-8c58987b6475,5
ef4b6034-85f5-4523-8320-be417207fada,3
f3a47e9f-1b7b-4b5d-91c3-92d8879b60cd,5
c93b8e47-8545-4c1f-89b3-30a7e03044c7,3
5ed5e0ff-ae01-4e2d-aa39-ec9dd050650d,4
2e21d0f5-5f08-4c32-a8aa-dc26f4967692,2
730e8d99-e867-40ea-a0c3-989579f1cf0b,1
5f3ab5c2-6a06-4d09-94b2-0d41ebf0dd30,2
91a8fd88-d67d-444a-992c-0defaa9280f9,1
33d1cb19-838c-4ed6-a7e8-785c6cfa03df,1
1c8290f9-fcae-46d2-b553-b824d76fcf74,1
20670e4a-cd45-4881-a2bb-78b5192b9a44,1
18ea04fd-c260-48c1-8c3d-4dac507a34d2,1
852f335c-1d97-4dd0-8e13-a3cebd052a7e,1
eb1a27c8-ca18-4f95-8c34-566dce0c2b3f,1
b17e84f5-cec8-4eed-8a7b-5c69ac14b959,1
471959b1-58b1-4c55-bfcf-28ba65125733,2
55f3b1c1-5122-4255-8713-cb05d96b318c,4
5c498497-9c9b-4730-af19-fa207008cb44,2
a1d8b482-80f3-4540-b54d-98be170d9231,1
3f378eef-b9c1-4569-b80a-d26312f2f8ab,2
18d1a750-62c4-4778-8377-f5c9424ac975,1
f8e9e6fc-71c4-41a9-8d10-8b70a55f72d3,2
d1a94916-6fec-4baf-b646-dfd496ddf02e,2
3dab8494-56b9-46d0-a72c-f9fd3aae4f70,3
