OfferID,ZoneID,TPNB
A30807143,7,053052243
A30807143,5,053052243
A30807143,6,053052243
A30807146,7,061125946
A30807146,5,061125946
A30807146,6,061125946
A30807147,7,061125952
A30807147,5,061125952
A30807147,6,061125952
A30776905,7,072318961
A30776905,6,072318961
A30776905,5,072318961
A30776906,7,072319142
A30776906,6,072319142
A30776906,5,072319142
A30796247,15,072080946
A30796247,9,072080946
A30796247,6,072080946
A30796247,5,072080946
A30796247,8,072080946
A30796247,7,072080946
A30796248,15,072080981
A30796248,9,072080981
A30796248,6,072080981
A30796248,5,072080981
A30796248,8,072080981
A30796248,7,072080981
A30796249,15,072081087
A30796249,9,072081087
A30796249,6,072081087
A30796249,5,072081087
A30796249,8,072081087
A30796249,7,072081087
A30796250,15,072081162
A30796250,9,072081162
A30796250,6,072081162
A30796250,5,072081162
A30796250,8,072081162
A30796250,7,072081162
A30796251,15,072080894
A30796251,9,072080894
A30796251,8,072080894
A30796251,5,072080894
A30796251,7,072080894
A30796251,6,072080894
A30796252,15,072081127
A30796252,9,072081127
A30796252,8,072081127
A30796252,5,072081127
A30796252,7,072081127
A30796252,6,072081127
A30807872,15,073386595
A30807872,8,073386595
A30858267,9,070524881
A30858267,7,070524881
A30858267,5,070524881
A30858267,6,070524881
A30858125,7,071695128
A30858125,6,071695128
A30858125,5,071695128
A30858125,9,071695128
A30859065,6,070662273
A30859065,5,070662273
A30859065,9,070662273
A30859065,7,070662273
A30859066,6,061278471
A30859066,5,061278471
A30859066,9,061278471
A30859066,7,061278471
A30859067,6,062463814
A30859067,5,062463814
A30859067,9,062463814
A30859067,7,062463814
A30859068,6,062331222
A30859068,5,062331222
A30859068,7,062331222
A30859068,9,062331222
A30859069,6,062332359
A30859069,5,062332359
A30859069,7,062332359
A30859069,9,062332359
A30859070,6,067420950
A30859070,5,067420950
A30859070,7,067420950
A30859070,9,067420950
A30859071,6,072233317
A30859071,5,072233317
A30859071,7,072233317
A30859071,9,072233317
A30859072,6,070662296
A30859072,5,070662296
A30859072,7,070662296
A30859072,9,070662296
R30877285,12,059432268
R30877285,13,059432268
A30808110,9,050238991
A30808110,9,050238991-004
A30808110,9,050238991-003
A30808110,9,050238991-002
A30808110,9,050238991-001
A30808111,9,050239120
A30808111,9,050239120-003
A30808111,9,050239120-002
A30808111,9,050239120-001
A30808112,9,051172150
A30808109,9,050236912
A30894366,7,071249957
A30894366,8,071249957
A30894366,5,071249957
A30894366,6,071249957
A30894366,9,071249957
R30894425,13,071434127
R30894425,13,071452981
R30894425,12,071829300
R30894425,13,073372790
R30894425,12,073372790
R30894425,12,071452981
R30894425,13,071829300
R30894425,12,073372778
R30894425,13,073372749
R30894425,12,071434127
R30894425,13,071452952
R30894425,12,073372749
R30894425,13,073372778
R30894425,12,071452952
A30807886,8,057668770
A30807886,8,057668770-001
A30807886,15,057668770-001
A30807886,15,057668770
A30807887,8,051732588
A30807887,15,051732588
A30894667,6,072316842
A30894667,5,072316842
A30894667,9,072316842
A30894667,7,072316842
A30894668,6,072316865
A30894668,5,072316865
A30894668,9,072316865
A30894668,7,072316865
A30807890,8,070630363
A30807890,15,070630363
A30894670,6,072316911
A30894670,5,072316911
A30894670,9,072316911
A30894670,7,072316911
A30894672,5,067870140
A30894672,6,067870140
A30894672,9,067870140
A30894672,7,067870140
A30859117,5,058348448
A30859117,9,058348448
A30859117,6,058348448
A30859117,7,058348448
A30859118,5,071763676
A30859118,9,071763676
A30859118,6,071763676
A30859118,7,071763676
A30808113,9,071179515
A30808154,9,051935890
A30808155,9,050237721
A30808156,9,050237986
A30808156,9,050237986-002
A30808156,9,050237986-001
A30808157,9,050685230
A30808158,9,051406762
A30808159,9,061327241
A30808160,9,064926086
A30808161,9,064929797
A30808162,9,070595144
A30808163,9,071206248
A30808164,9,073805734
A30808165,9,073805849
A30808166,9,050238173
A30808166,9,050238173-001
A30808167,9,065092418
A30808168,9,070627696
A30859105,5,071200525
A30859105,6,071200525
A30859105,7,071200525
A30859105,9,071200525
A30859106,5,053693463
A30859106,9,053693463
A30859106,6,053693463
A30859106,7,053693463
A30859108,5,050203796
A30859108,15,050203796-001
A30859108,8,050203796-002
A30859108,15,050203796-003
A30859108,8,050203796-005
A30859108,15,050203796-005
A30859108,8,050203796-003
A30859108,8,050203796
A30859108,15,050203796-002
A30859108,15,050203796-006
A30859108,9,050203796
A30859108,6,050203796
A30859108,7,050203796
A30859108,7,050203796-005
A30859108,7,050203796-004
A30859108,7,050203796-003
A30859108,7,050203796-002
A30859108,7,050203796-001
A30859108,7,050203796-006
A30859108,6,050203796-006
A30859108,6,050203796-005
A30859108,6,050203796-004
A30859108,6,050203796-003
A30859108,6,050203796-002
A30859108,6,050203796-001
A30859108,9,050203796-001
A30859108,9,050203796-006
A30859108,9,050203796-005
A30859108,9,050203796-004
A30859108,9,050203796-003
A30859108,9,050203796-002
A30859108,5,050203796-006
A30859108,5,050203796-005
A30859108,5,050203796-004
A30859108,5,050203796-003
A30859108,5,050203796-002
A30859108,5,050203796-001
A30859108,15,050203796
A30859108,8,050203796-001
A30859108,8,050203796-004
A30859108,15,050203796-004
A30859108,8,050203796-006
A30859109,8,072216091
A30859109,15,072216091
A30859109,5,072216091
A30859109,9,072216091
A30859109,6,072216091
A30859109,7,072216091
A30859110,5,054159352
A30859110,9,054159352
A30859110,6,054159352
A30859110,7,054159352
A30859110,7,054159352-001
A30859110,6,054159352-001
A30859110,5,054159352-001
A30859110,9,054159352-001
A30859111,5,050684369
A30859111,9,050684369
A30859111,6,050684369
A30859111,7,050684369-001
A30859111,6,050684369-001
A30859111,5,050684369-001
A30859111,9,050684369-001
A30859111,7,050684369
A30859112,5,050054165
A30859112,6,050054165
A30859112,7,050054165
A30859112,7,050054165-003
A30859112,7,050054165-001
A30859112,6,050054165-003
A30859112,6,050054165-002
A30859112,9,050054165-003
A30859112,9,050054165-002
A30859112,9,050054165-001
A30859112,5,050054165-003
A30859112,5,050054165-002
A30859112,9,050054165
A30859112,7,050054165-002
A30859112,6,050054165-001
A30859112,5,050054165-001
A30859113,5,066587984-001
A30859113,15,066587984-001
A30859113,8,066587984-001
A30859113,5,066587984
A30859113,9,066587984
A30859113,6,066587984
A30859113,7,066587984
A30859113,7,066587984-001
A30859113,6,066587984-001
A30859113,9,066587984-001
A30859113,8,066587984
A30859113,15,066587984
A30859114,8,071763624
A30859114,15,071763624
A30859114,5,071763624
A30859114,9,071763624
A30859114,6,071763624
A30859114,7,071763624
A30859115,5,073325207
A30859115,9,073325207
A30859115,6,073325207
A30859115,7,073325207
A30859116,5,073325213
A30859116,9,073325213
A30859116,6,073325213
A30859116,7,073325213
A30808050,9,073386595
A30808051,9,050237502
A30808051,9,050237502-003
A30808051,9,050237502-002
A30808051,9,050237502-001
A30808052,9,074102049
A30808053,9,064554560
A30808054,9,050237531
A30808055,9,054213680
A30808056,9,050237871
A30808057,9,050869065
A30808058,9,051285667
A30808059,9,074188920
A30808062,9,051172213
A30808064,9,057668770-001
A30808064,9,057668770
A30808065,9,051732588
A30808067,9,050723445
A30808068,9,070630363
A30813267,9,071330296
A30789866,6,070510424
A30789866,9,070510396
A30789866,7,070510396
A30789866,6,070510413
A30789866,5,070510424
A30789866,9,070510424
A30789866,7,070510424
A30789866,5,070510396
A30789866,7,070510413
A30789866,5,070510413
A30789866,9,070510413
A30789866,6,070510396
R30791389,12,050484456-002
R30791389,12,050484456-001
R30791389,12,050484456
R30791389,13,050484456
R30791389,13,050484456-002
R30791389,13,050484456-001
A30810425,9,056058946-001
A30810425,7,056058946-001
A30810425,6,056058946-001
A30810425,9,056058946
A30810425,7,056058946
A30810425,6,056058946
A30810425,5,056058946
A30810425,5,056058946-001
A30810426,9,058005367-001
A30810426,7,058005367-001
A30810426,6,058005367-001
A30810426,9,058005367
A30810426,7,058005367
A30810426,6,058005367
A30810426,5,058005367
A30810426,5,058005367-001
A30810885,7,050758628-005
A30810885,7,050758628-004
A30810885,7,050758628-003
A30810885,7,050758628-002
A30810885,7,050758628-001
A30810885,6,050758628-005
A30810885,6,050758628-004
A30810885,6,050758628-003
A30810885,6,050758628-002
A30810885,6,050758628-001
A30810885,5,050758628-005
A30810885,5,050758628-004
A30810885,5,050758628-003
A30810885,5,050758628-002
A30810885,5,050758628-001
A30810885,7,050758628
A30810885,6,050758628
A30810885,5,050758628
A30810886,7,072255337
A30810886,6,072255337
A30810886,5,072255337
A30795213,5,058685966
A30795213,6,058685966
A30795213,7,058685966
A30795213,9,058685966
A30795186,6,054313377
A30795186,7,054313377
A30795186,5,054313377
A30795187,6,071056384
A30795187,7,071056384
A30795187,5,071056384
A30795188,6,053043876
A30795188,7,053043876
A30795188,5,053043876
A30795189,6,058405239
A30795189,7,058405239
A30795189,5,058405239
A30795190,6,074153011
A30795190,7,074153011
A30795190,5,074153011
A30908465,5,067636846
A30908465,5,067641711
A30908465,6,067641711
A30908465,7,067636846
A30908465,6,067636846
A30908465,9,067641711
A30908465,7,067636506
A30908465,9,067636506
A30908465,7,067641711
A30908465,9,067636846
A30908465,5,067636506
A30908465,6,067636506
A30795192,6,072388064
A30795192,7,072388064
A30795192,9,072388064
A30795192,5,072388064
A30795194,6,070930273
A30795194,7,070930273
A30795194,9,070930273
A30795194,5,070930273
A30795195,6,059321083
A30795195,7,059321083
A30795195,5,059321083
A30795196,6,065991218
A30795196,7,065991218
A30795196,5,065991218
A30908585,8,064196608-001
A30908585,15,064196608-001
A30908585,8,064196608
A30908585,15,064196608
A30795198,6,072525030
A30795198,7,072525030
A30795198,9,072525030
A30795198,5,072525030
A30795199,6,067153730
A30795199,7,067153730
A30795199,9,067153730
A30795199,5,067153730
A30795200,6,066555930
A30795200,7,066555930
A30795200,9,066555930
A30795200,5,066555930
A30795201,6,072525104
A30795201,7,072525104
A30795201,9,072525104
A30795201,5,072525104
A30795202,6,066557421
A30795202,7,066557421
A30795202,5,066557421
A30795203,6,071355566
A30795203,7,071355566
A30795203,9,071355566
A30795203,5,071355566
A30795204,6,059321054
A30795204,7,059321054
A30795204,5,059321054
A30795205,5,070930209
A30795205,6,070930209
A30795205,7,070930209
A30795205,9,070930209
A30795206,5,074153339
A30795206,6,074153339
A30795206,7,074153339
A30795206,9,074153339
A30795207,5,066570560
A30795207,6,066570560
A30795207,7,066570560
A30795207,9,066570560
A30795208,5,061238611
A30795208,6,061238611
A30795208,7,061238611
A30795208,9,061238611
A30795209,5,074187944
A30795209,6,074187944
A30795209,7,074187944
A30795209,9,074187944
A30795210,5,065991345
A30795210,6,065991345
A30795210,7,065991345
A30795210,9,065991345
A30795211,5,057022503
A30795211,6,057022503
A30795211,7,057022503
A30795211,9,057022503
A30795212,5,071355641
A30795212,6,071355641
A30795212,7,071355641
A30795212,9,071355641
A30812083,9,071114282
A30812084,9,074412863
A30812085,9,065602410
A30812086,9,073431369
A30791744,9,059804923
A30791744,15,059804923
A30811586,9,050758628
A30811586,9,050758628-005
A30811586,9,050758628-004
A30811586,9,050758628-003
A30811586,9,050758628-002
A30811586,9,050758628-001
A30811587,9,072255337
A30892873,6,056998378
A30892873,5,056998378
A30892873,9,056998378
A30892873,7,056998378
A30892874,5,071160646
A30892874,9,071160646
A30892874,7,071160646
A30892874,6,071160646
A30892870,6,065739398
A30892870,5,065739398
A30892870,9,065739398
A30892870,7,065739398
A30892871,6,056233036
A30892871,5,056233036
A30892871,9,056233036
A30892871,7,056233036
A30892872,6,050950734
A30892872,5,050950734
A30892872,9,050950734
A30892872,7,050950734
A30795214,5,062399206
A30795214,6,062399206
A30795214,7,062399206
A30795214,9,062399206
A30795215,5,071903229
A30795215,6,071903229
A30795215,7,071903229
A30795215,9,071903229
A30795216,5,061303880
A30795216,6,061303880
A30795216,7,061303880
A30795216,9,061303880
A30795217,5,067041616
A30795217,6,067041616
A30795217,7,067041616
A30795217,9,067041616
A30795218,5,051892568
A30795218,6,051892568
A30795218,7,051892568
A30795218,9,051892568
A30795219,5,057479089
A30795219,6,057479089
A30795219,7,057479089
A30795219,9,057479089
A30795220,5,052182793
A30795220,6,052182793
A30795220,7,052182793
A30795220,9,052182793
A30795221,5,064873798
A30795221,6,064873798
A30795221,7,064873798
A30795221,9,064873798
A30799787,6,072538809
A30799787,5,072538809
A30799787,9,072538809
A30799787,7,072538809
A30799788,6,074152686
A30799788,5,074152686
A30799788,9,074152686
A30799788,7,074152686
A30799789,6,074131878
A30799789,5,074131878
A30799789,9,074131878
A30799789,7,074131878
A30799790,6,067709496
A30799790,5,067709496
A30799790,9,067709496
A30799790,7,067709496
A30812126,9,050450773
R30796220,12,073273740
R30796220,13,073273740
A30849716,5,070262458
A30849716,7,070262458
A30849716,9,070262458
A30849716,6,070262458
A30849700,7,071979484
A30849700,9,071979484
A30849700,6,071979484
A30849700,5,071979484
A30849713,7,070262510
A30849713,9,070262510
A30849713,5,070262510
A30849713,6,070262510
A30840877,5,065034713
A30840877,6,065034713
A30840877,7,065034713
A30840877,9,065034713
A30840877,9,065034713-001
A30840877,7,065034713-001
A30840877,5,065034713-001
A30840877,6,065034713-001
A30840878,5,062447759
A30840878,6,062447759
A30840878,7,062447759
A30840878,9,062447759
A30840878,9,062447759-001
A30840878,7,062447759-001
A30840878,6,062447759-001
A30840878,5,062447759-001
A30840879,5,057514019
A30840879,6,057514019
A30840879,7,057514019
A30840879,9,057514019
A30840879,9,057514019-001
A30840879,7,057514019-001
A30840879,5,057514019-001
A30840879,6,057514019-001
A30840880,5,071104455
A30840880,6,071104455
A30840880,7,071104455
A30840880,9,071104455
A30840881,9,050114671-001
A30840881,5,050114671
A30840881,6,050114671
A30840881,7,050114671
A30840881,9,050114671
A30840881,7,050114671-001
A30840881,5,050114671-001
A30840881,6,050114671-001
A30840882,7,073291689
A30840882,5,073291689
A30840882,6,073291689
A30840882,9,073291689
A30840886,6,053634033
A30840886,9,053634033
A30840886,5,053634033
A30840886,7,053634033
A30840886,7,053634033-001
A30840886,9,053634033-001
A30840886,5,053634033-001
A30840886,6,053634033-001
A30840887,9,051613764-001
A30840887,5,051613764
A30840887,6,051613764
A30840887,7,051613764
A30840887,7,051613764-001
A30840887,9,051613764
A30840887,6,051613764-001
A30840887,5,051613764-001
A30840889,8,051613729
A30840889,15,051613729
A30840889,15,051613729-002
A30840889,15,051613729-001
A30840889,8,051613729-002
A30840889,8,051613729-001
A30840891,5,051279243
A30840891,6,051279243
A30840891,7,051279243
A30840891,7,051279243-001
A30840891,9,051279243-001
A30840891,9,051279243
A30840891,6,051279243-001
A30840891,5,051279243-001
A30849576,5,053448173
A30849576,6,053448173
A30849576,9,053448173
A30849576,7,053448173
A30849593,8,056524700
A30849593,15,056524700
A30849593,7,056524700
A30849593,9,056524700
A30849593,5,056524700
A30849593,6,056524700
A30849554,5,072067560
A30849554,6,072067560
A30849554,7,072067560
A30849554,9,072067560
R30796187,13,073273763
R30796187,12,073273763
A30849565,5,073066248
A30849565,6,073066248
A30849565,9,073066248
A30849565,7,073066248
A30849600,15,064560834
A30849600,8,064560834-001
A30849600,8,064560834
A30849600,15,064560834-001
A30849600,5,064560834-001
A30849600,6,064560834-001
A30849600,9,064560834-001
A30849600,7,064560834
A30849600,9,064560834
A30849600,7,064560834-001
A30849600,6,064560834
A30849600,5,064560834
A30849594,7,072183364
A30849594,9,072183364
A30849594,5,072183364
A30849594,6,072183364
A30813706,7,074179113
A30813706,6,074179113
A30813706,5,074179113
A30813706,9,074179113
A30813707,6,074153472
A30813707,9,074153472
A30813707,7,074153472
A30813707,5,074153472
A30813708,9,073532365
A30813708,6,073532365
A30813708,7,073532365
A30813708,5,073532365
A30813709,6,071332023
A30813709,7,071332023
A30813709,5,071332023
A30813709,9,071332023
A30813710,7,067202857
A30813710,6,067202857
A30813710,5,067202857
A30813710,9,067202857
A30813711,7,058927203
A30813711,6,058927203
A30813711,5,058927203
A30813711,9,058927203
A30813712,7,067996849
A30813712,6,067996849
A30813712,5,067996849
A30813712,9,067996849
A30847349,5,064878009
A30847349,6,064878009
A30847349,9,064878009
A30847349,8,064878009
A30847349,7,064878009
A30847349,15,064878009
A30810325,9,051349368
A30810325,7,051349368
A30810325,6,051349368
A30810325,5,051349368
A30810326,9,054175447
A30810326,7,054175447
A30810326,6,054175447
A30810326,5,054175447
A30810327,9,050896464
A30810327,7,050896464
A30810327,6,050896464
A30810327,5,050896464
A30810328,9,057392283
A30810328,7,057392283
A30810328,6,057392283
A30810328,5,057392283
A30810329,9,050975457
A30810329,7,050975457
A30810329,6,050975457
A30810329,5,050975457
A30812906,9,053626072
A30812908,9,071312485
A30812909,9,071312082
A30812910,9,073431398
A30812911,9,071375409
A30812912,9,071375657
R30791285,13,071250684
R30791285,13,054400412-007
R30791285,13,054400412
R30791285,12,071250684
R30791285,13,054400412-002
R30791285,12,054400412-002
R30791285,13,054400412-005
R30791285,12,054400412-003
R30791285,12,054400412-007
R30791285,13,054400412-003
R30791285,12,054400412-005
R30791285,12,054400412
A30793945,5,050264066
A30793945,5,057013422
A30793945,6,055928005
A30793945,6,071914798
A30793945,5,056401517
A30793945,7,071914844
A30793945,6,050277137
A30793945,7,056401517
A30793945,9,071914798
A30793945,7,055928005
A30793945,6,050395728
A30793945,6,057012498
A30793945,9,056401517
A30793945,5,057448783
A30793945,7,057012498
A30793945,5,071914798
A30793945,5,060500953
A30793945,9,057013422
A30793945,9,056401402
A30793945,5,071846331
A30793945,5,057012498
A30793945,9,052056776
A30793945,7,050277074
A30793945,7,057013422
A30793945,6,068020166
A30793945,7,068020166
A30793945,6,056401402
A30793945,7,057013606
A30793945,6,056401517
A30793945,6,071846331
A30793945,7,057448783
A30793945,6,050264066
A30793945,5,057013606
A30793945,7,050264066
A30793945,5,052056776
A30793945,7,050229875
A30793945,9,071914844
A30793945,5,068020166
A30793945,7,050228916
A30793945,5,050277074
A30793945,5,050229875
A30793945,5,050395728
A30793945,9,057013606
A30793945,9,050277137
A30793945,7,060500953
A30793945,9,068020166
A30793945,6,060500953
A30793945,9,050264066
A30793945,6,057013422
A30793945,9,050229875
A30793945,6,050277074
A30793945,9,071846331
A30793945,7,050277137
A30793945,9,060500953
A30793945,7,071846331
A30793945,6,067985701
A30793945,7,071914798
A30793945,6,052056776
A30793945,9,050277074
A30793945,9,050395728
A30793945,5,055928005
A30793945,5,050228916
A30793945,5,056401402
A30793945,7,067985701
A30793945,6,057013606
A30793945,7,052056776
A30793945,6,057448783
A30793945,5,071914844
A30793945,7,056401402
A30793945,9,067985701
A30793945,9,055928005
A30793945,6,050228916
A30793945,6,071914844
A30793945,9,050228916
A30793945,9,057448783
A30793945,6,050229875
A30793945,5,067985701
A30793945,5,050277137
A30793945,9,057012498
A30793945,7,050395728
A30812039,15,050848009
A30812039,8,050848009
A30812040,15,073758478
A30812040,8,073758478
A30785285,9,073633107
A30785285,7,073633107
A30785285,6,073633107
A30785285,5,073633107
A30859120,5,073922704
A30859120,9,073922704
A30859120,6,073922704
A30859120,7,073922704
A30859121,5,073923041
A30859121,9,073923041
A30859121,6,073923041
A30859121,7,073923041
A30859122,5,073939489
A30859122,9,073939489
A30859122,6,073939489
A30859122,7,073939489
A30859124,5,074079767
A30859124,9,074079767
A30859124,6,074079767
A30859124,7,074079767
A30859125,5,071160456
A30859125,9,071160456
A30859125,6,071160456
A30859125,7,071160456
A30859126,5,071166542
A30859126,9,071166542
A30859126,6,071166542
A30859126,7,071166542
A30859127,5,053570729
A30859127,9,053570729
A30859127,6,053570729
A30859127,7,053570729
A30859128,5,053549186
A30859128,9,053549186
A30859128,6,053549186
A30859128,7,053549186
A30859129,5,050299382
A30859129,9,050299382
A30859129,6,050299382
A30859129,7,050299382
A30931705,5,053254753-002
A30931705,9,053254753-002
A30931705,5,053254753-003
A30931705,9,053254753
A30931705,9,053254753-003
A30931705,5,053254753
A30931705,7,053254753-003
A30931705,7,053254753-001
A30931705,6,053254753-002
A30931705,7,053254753
A30931705,6,053254753-003
A30931705,6,053254753-001
A30931705,5,053254753-001
A30931705,6,053254753
A30931705,7,053254753-002
A30931705,9,053254753-001
A30932026,5,070181104
A30932026,6,070181104
A30932026,7,070181104
A30932026,9,070181104
A30932090,5,073667551
A30932090,7,073667551
A30932090,6,073667551
A30932090,9,073667551
A30859130,8,073291303
A30859130,15,073291303
A30859130,9,073291303
A30859130,6,073291303
A30859130,7,073291303
A30859130,5,073291303
A30772805,9,074567783
A30772805,7,074567783
A30772805,6,074567783
A30772805,5,074567783
A30859131,8,063878777
A30859131,15,063878777-001
A30859131,8,063878777-001
A30859131,15,063878777
A30859131,5,063878777
A30859131,9,063878777
A30859131,6,063878777
A30859131,7,063878777-001
A30859131,6,063878777-001
A30859131,9,063878777-001
A30859131,5,063878777-001
A30859131,7,063878777
A30859132,5,063878783
A30859132,9,063878783
A30859132,6,063878783
A30859132,7,063878783-001
A30859132,6,063878783-001
A30859132,9,063878783-001
A30859132,5,063878783-001
A30859132,7,063878783
A30859133,15,063878796
A30859133,15,063878796-001
A30859133,8,063878796-001
A30859133,8,063878796
A30859133,5,063878796
A30859133,9,063878796
A30859133,6,063878796
A30859133,7,063878796-001
A30859133,6,063878796-001
A30859133,9,063878796-001
A30859133,5,063878796-001
A30859133,7,063878796
A30859134,5,063878800
A30859134,9,063878800
A30859134,6,063878800
A30859134,7,063878800-001
A30859134,6,063878800-001
A30859134,9,063878800-001
A30859134,5,063878800-001
A30859134,7,063878800
A30859135,5,063878817
A30859135,9,063878817
A30859135,6,063878817
A30859135,7,063878817-001
A30859135,6,063878817-001
A30859135,9,063878817-001
A30859135,5,063878817-001
A30859135,7,063878817
A30859136,5,073267189
A30859136,9,073267189
A30859136,6,073267189
A30859136,7,073267189
A30859137,5,073267051
A30859137,9,073267051
A30859137,6,073267051
A30859137,7,073267051
A30859138,5,073267097
A30859138,9,073267097
A30859138,6,073267097
A30859138,7,073267097
A30859139,5,073245025
A30859139,9,073245025
A30859139,6,073245025
A30859139,7,073245025
A30859140,5,073267137
A30859140,9,073267137
A30859140,6,073267137
A30859140,7,073267137
A30859141,5,074410456
A30859141,9,074410456
A30859141,6,074410456
A30859141,7,074410456
A30859142,5,074410491
A30859142,9,074410491
A30859142,6,074410491
A30859142,7,074410491
A30859143,5,074410525
A30859143,9,074410525
A30859143,6,074410525
A30859143,7,074410525
A30859144,8,072050504
A30859144,15,072050504
A30859144,5,072050504
A30859144,9,072050504
A30859144,6,072050504
A30859144,7,072050504
A30859145,5,072050602
A30859145,9,072050602
A30859145,6,072050602
A30859145,7,072050602
A30859146,8,074381984
A30859146,15,074381984
A30859146,5,074381984
A30859146,9,074381984
A30859146,6,074381984
A30859146,7,074381984
A30859147,5,074410053
A30859147,9,074410053
A30859147,6,074410053
A30859147,7,074410053
A30859148,5,074410145
A30859148,9,074410145
A30859148,6,074410145
A30859148,7,074410145
A30859149,5,071901243
A30859149,9,071901243
A30859149,6,071901243
A30859149,7,071901243
A30859566,15,072511668
A30859566,8,072511668
A30859566,7,072511668
A30859566,6,072511668
A30859566,5,072511668
A30859567,15,070577783
A30859567,8,070577783
A30859567,7,070577783
A30859567,6,070577783
A30859567,5,070577783
A30859568,8,072512258
A30859568,15,072512258
A30859568,7,072512258
A30859568,6,072512258
A30859568,5,072512258
A30859569,8,072512419
A30859569,7,072512419
A30859569,15,072512419
A30859569,6,072512419
A30859569,5,072512419
A30859150,15,057980065-004
A30859150,8,052477456-001
A30859150,15,052477456
A30859150,15,057980065-002
A30859150,8,052477456-003
A30859150,15,052477456-003
A30859150,8,057980065
A30859150,8,057980065-005
A30859150,15,052477456-001
A30859150,15,057980065-003
A30859150,8,052477456-002
A30859150,15,052477456-002
A30859150,8,057980065-001
A30859150,15,057980065-001
A30859150,8,057980065-003
A30859150,15,052477456-004
A30859150,8,057980065-004
A30859150,8,052477456-004
A30859150,8,052477456
A30859150,8,057980065-002
A30859150,15,057980065
A30859150,15,057980065-005
A30859150,5,057980065
A30859150,5,052477456
A30859150,9,057980065
A30859150,9,052477456
A30859150,6,057980065
A30859150,6,052477456
A30859150,7,057980065-005
A30859150,7,057980065-004
A30859150,7,057980065-003
A30859150,7,057980065-002
A30859150,7,057980065-001
A30859150,7,052477456-004
A30859150,7,052477456-003
A30859150,7,052477456-002
A30859150,7,052477456-001
A30859150,6,057980065-003
A30859150,6,057980065-002
A30859150,6,057980065-001
A30859150,6,052477456-004
A30859150,6,052477456-003
A30859150,6,052477456-002
A30859150,6,052477456-001
A30859150,9,057980065-004
A30859150,9,057980065-003
A30859150,9,057980065-002
A30859150,9,057980065-001
A30859150,9,052477456-004
A30859150,9,052477456-003
A30859150,9,052477456-002
A30859150,9,052477456-001
A30859150,6,057980065-005
A30859150,6,057980065-004
A30859150,9,057980065-005
A30859150,5,057980065-005
A30859150,5,057980065-004
A30859150,5,057980065-003
A30859150,5,057980065-002
A30859150,5,057980065-001
A30859150,5,052477456-004
A30859150,5,052477456-003
A30859150,5,052477456-002
A30859150,5,052477456-001
A30859150,7,057980065
A30859150,7,052477456
A30859151,15,053846335
A30859151,8,053846335
A30859151,5,053846335
A30859151,9,053846335
A30859151,6,053846335
A30859151,7,053846335
A30859152,5,071232631
A30859152,9,071232631
A30859152,6,071232631
A30859152,7,071232631
A30859153,5,071232654
A30859153,9,071232654
A30859153,6,071232654
A30859153,7,071232654
A30859154,5,065261455
A30859154,9,065261455
A30859154,6,065261455
A30859154,7,065261455
A30859155,5,073192864
A30859155,9,073192864
A30859155,6,073192864
A30859155,7,073192864
A30859156,8,050056416
A30859156,15,050056416
A30859156,5,050056416
A30859156,9,050056416
A30859156,6,050056416
A30859156,7,050056416
A30859157,5,056497201
A30859157,9,056497201
A30859157,6,056497201
A30859157,7,056497201-001
A30859157,6,056497201-001
A30859157,9,056497201-001
A30859157,5,056497201-001
A30859157,7,056497201
A30859159,5,072605517
A30859159,9,072605517
A30859159,6,072605517
A30859159,7,072605517
A30859160,5,073192374
A30859160,9,073192374
A30859160,6,073192374
A30859160,7,073192374
A30859164,5,073313129
A30859164,6,073313129
A30859164,9,073313129
A30859164,7,073313129
A30859165,5,054157757
A30859165,6,054157757
A30859165,9,054157757
A30859165,7,054157757
A30859166,5,056393220
A30859166,6,056393220
A30859166,9,056393220
A30859166,7,056393220
A30859167,15,050869831
A30859167,8,050869831
A30859167,15,050869831-004
A30859167,15,050869831-003
A30859167,15,050869831-002
A30859167,15,050869831-001
A30859167,8,050869831-004
A30859167,8,050869831-003
A30859167,8,050869831-002
A30859167,8,050869831-001
A30859168,15,051274749
A30859168,8,051274749
A30859168,15,051274749-004
A30859168,15,051274749-003
A30859168,15,051274749-002
A30859168,15,051274749-001
A30859168,8,051274749-004
A30859168,8,051274749-003
A30859168,8,051274749-002
A30859168,8,051274749-001
A30859201,15,071279656
A30859201,8,073572392
A30859201,8,071279656
A30859201,15,073572392
A30859201,5,073572392
A30859201,6,073572392
A30859201,7,071279656
A30859201,5,071279656
A30859201,9,071279656
A30859201,7,073572392
A30859201,9,073572392
A30859201,6,071279656
A30808005,9,051191150
A30808007,9,051172242
A30808007,9,051172242-001
A30808008,9,074188908
A30808010,9,052961672
A30808011,9,050671494
A30808012,9,072680426
A30808013,9,053052243
A30808016,9,061125946
A30808017,9,061125952
R30889425,13,072916702
R30889425,12,072916702
R30888625,12,055236616
R30888625,13,055236616
A30779792,6,065323688
A30779792,5,065323688
A30779792,7,065323688
A30779792,9,065323688
A30779793,6,065323734
A30779793,5,065323734
A30779793,7,065323734
A30779793,9,065323734
A30798046,5,060386766
A30798046,6,060386766
A30798046,7,060386766
A30798046,9,060386766
A30798047,5,065941486
A30798047,6,065941486
A30798047,7,065941486
A30798047,9,065941486
A30798048,5,074180122
A30798048,6,074180122
A30798048,7,074180122
A30798048,9,074180122
A30798049,6,074014672
A30798049,5,074014672
